vote_average,vote_count,revenue,runtime,adult,popularity,title_length,budget,sentiment_cluster,num_production_countries,is_produced_in_US,num_spoken_languages,is_spoken_in_English,lang_en,lang_fr,lang_es,release_month,release_Friday,release_Monday,release_Saturday,release_Sunday,release_Thursday,release_Tuesday,release_Wednesday,release_1910s,release_1920s,release_1930s,release_1940s,release_1950s,release_1960s,release_1970s,release_1980s,release_1990s,release_2000s,release_2010s,release_2020s,season_Fall,season_Spring,season_Summer,season_Winter,num_genres_list,genres_list__Action_,genres_list__Adventure_,genres_list__Animation_,genres_list__Comedy_,genres_list__Crime_,genres_list__Documentary_,genres_list__Drama_,genres_list__Family_,genres_list__Fantasy_,genres_list__History_,genres_list__Horror_,genres_list__Music_,genres_list__Mystery_,genres_list__Romance_,genres_list__Science_Fiction_,genres_list__Thriller_,genres_list__War_,genres_list__Western_,revenue_log,runtime_log,popularity_log,budget_log,num_genres_list_log,num_production_countries_log,num_spoken_languages_log,title_length_log,vote_average_category
6.264,2343,22187813.0,104,0,16.901,11,60000000.0,0,2,0,1,1,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,50,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,16.915053777212446,4.653960350157523,2.8848565772080543,17.909855136853043,3.9318256327243257,1.0986122886681096,0.6931471805599453,2.4849066497880004,1
8.021,2339,3000000.0,105,0,19.662,17,1400000.0,1,1,1,1,1,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14.914123179965662,4.663439094112067,3.0282962644272535,14.151983508870947,3.091042453358316,0.6931471805599453,0.6931471805599453,2.8903717578961645,2
8.02,2338,159616327.0,129,0,20.581,9,5500000.0,2,1,1,1,1,1,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18.888283543511516,4.867534450455582,3.0718132979593267,15.520258832020865,3.367295829986474,0.6931471805599453,0.6931471805599453,2.302585092994046,2
7.626,2335,20908467.0,154,0,26.344,13,2000000.0,2,1,0,1,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16.855664802340982,5.043425116919247,3.308497126373235,14.508658238524095,3.091042453358316,0.6931471805599453,0.6931471805599453,2.639057329615259,1
8.1,2334,14204632.0,99,0,28.104,20,150000.0,0,3,0,3,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16.46907873696342,4.605170185988092,3.3708756217757663,11.918397239722838,3.044522437723423,1.3862943611198906,1.3862943611198906,3.044522437723423,2
8.098,2334,6788659.0,131,0,19.189,9,6800000.0,0,2,0,3,1,0,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,15.730764131016285,4.882801922586371,3.005137901628087,15.732433317205148,3.332204510175204,1.0986122886681096,1.3862943611198906,2.302585092994046,2
6.963,2329,107139399.0,90,0,29.363,10,60000000.0,2,1,1,1,1,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.48964134825207,4.51085950651685,3.413224761874874,17.909855136853043,3.8501476017100584,0.6931471805599453,0.6931471805599453,2.3978952727983707,1
7.459,2329,208177026.0,134,0,126.33,39,151000000.0,1,2,1,1,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,34,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.15389936703887,4.90527477843843,4.8467821415853445,18.832790401401716,3.5553480614894135,1.0986122886681096,0.6931471805599453,3.6888794541139363,1
6.221,2326,97409779.0,94,0,19.232,10,21000000.0,2,1,1,5,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,29,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.394437174249568,4.553876891600541,3.007265509367664,16.860033043306743,3.4011973816621555,0.6931471805599453,1.791759469228055,2.3978952727983707,1
7.388,2325,160638883.0,133,0,21.828,19,30000000.0,2,1,1,2,1,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,51,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,18.894669447232353,4.897839799950911,3.1279878526744618,17.216707972959764,3.9512437185814275,0.6931471805599453,1.0986122886681096,2.995732273553991,1
8.34,2322,5000000.0,110,0,22.229,16,1752000.0,2,1,1,1,1,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.424948670398354,4.709530201312334,3.145401498072696,14.376269121254566,2.302585092994046,0.6931471805599453,0.6931471805599453,2.833213344056216,2
6.037,2318,116643421.0,97,0,35.887,16,30000000.0,2,1,1,1,1,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.574632163928698,4.584967478670572,3.6078591854499806,17.216707972959764,2.3978952727983707,0.6931471805599453,0.6931471805599453,2.833213344056216,1
7.1,2317,14793385.0,121,0,13.85,20,30000000.0,2,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,52,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,16.50969074695651,4.804021044733257,2.6979998652487085,17.216707972959764,3.970291913552122,1.0986122886681096,0.6931471805599453,3.044522437723423,1
6.577,2314,14710975.0,149,0,31.669,13,20000000.0,2,1,1,1,1,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,30,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,16.504104439798756,5.0106352940962555,3.486426616022992,16.811242881518265,3.4339872044851463,0.6931471805599453,0.6931471805599453,2.639057329615259,1
7.097,2311,21500000.0,99,0,140.224,13,14000000.0,2,2,1,1,1,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16.88356353960952,4.605170185988092,4.950347282286982,16.454567959008102,3.044522437723423,1.0986122886681096,0.6931471805599453,2.639057329615259,1
5.918,2310,190213455.0,112,0,30.109,10,95000000.0,2,2,1,1,1,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,19.063657452155688,4.727387818712341,3.437497166387773,18.36938746009113,3.7376696182833684,1.0986122886681096,0.6931471805599453,2.3978952727983707,1
6.14,2304,116643346.0,117,0,27.175,8,80000000.0,2,1,1,3,1,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,31,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18.57463152094324,4.770684624465665,3.33843505992584,18.197537205138154,3.4657359027997265,0.6931471805599453,1.3862943611198906,2.1972245773362196,1
6.924,2301,1594955.0,99,0,21.867,8,12000000.0,1,2,0,1,1,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.28235670761368,4.605170185988092,3.129694823216958,16.300417291085605,2.3978952727983707,1.0986122886681096,0.6931471805599453,2.1972245773362196,1
7.987,2300,33965843.0,130,0,17.242,24,2000000.0,0,2,0,1,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,52,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,17.340865989408183,4.875197323201151,2.9037266277579667,14.508658238524095,3.970291913552122,1.0986122886681096,0.6931471805599453,3.2188758248682006,1
6.13,2300,42100000.0,129,0,21.526,4,12000000.0,0,1,1,1,1,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,17.555558322405577,4.867534450455582,3.1146701976255047,16.300417291085605,3.044522437723423,0.6931471805599453,0.6931471805599453,1.6094379124341003,1
6.407,2299,99274467.0,110,0,18.457,13,55000000.0,1,2,1,3,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,44,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.413398976115555,4.709530201312334,2.9682069024892392,17.822843761378564,3.8066624897703196,1.0986122886681096,1.3862943611198906,2.639057329615259,1
6.593,2296,14347000.0,94,0,33.781,11,1000000.0,1,2,1,1,1,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,16.479051488781508,4.553876891600541,3.5490712606692134,13.815511557963774,3.5263605246161616,1.0986122886681096,0.6931471805599453,2.4849066497880004,1
6.752,2295,71215869.0,78,0,24.21,12,1200000.0,1,1,1,1,1,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,47,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18.08122624480362,4.3694478524670215,3.2272407411998283,13.997832948091215,3.8712010109078907,0.6931471805599453,0.6931471805599453,2.5649493574615367,1
7.023,2295,52501541.0,115,0,13.391,4,15000000.0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.776353098559092,4.7535901911063645,2.6666030111880366,16.52356082573315,2.302585092994046,0.6931471805599453,0.6931471805599453,1.6094379124341003,1
6.52,2293,354248063.0,82,0,45.058,8,127500000.0,1,1,1,1,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,23,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.685507971453088,4.418840607796598,3.829901471825824,18.663626930405893,3.1780538303479458,0.6931471805599453,0.6931471805599453,2.1972245773362196,1
6.392,2293,41482207.0,106,0,29.087,25,50000000.0,2,1,1,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,31,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17.540775170381426,4.672828834461906,3.404093184774181,17.72753358339242,3.4657359027997265,0.6931471805599453,0.6931471805599453,3.258096538021482,1
6.6,2292,20796847.0,93,0,32.936,8,25000000.0,0,2,1,5,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.850311994726894,4.543294782270004,3.5244763978223266,17.034386422832473,2.3978952727983707,1.0986122886681096,1.791759469228055,2.1972245773362196,1
5.407,2292,183293131.0,91,0,14.164,20,26000000.0,2,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,43,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.02659724347731,4.5217885770490405,2.7189241976540885,17.073607134447293,3.784189633918261,0.6931471805599453,0.6931471805599453,3.044522437723423,1
6.994,2292,2260712.0,92,0,13.937,7,230000.0,0,2,0,1,1,1,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,28,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14.63119080821866,4.532599493153256,2.703841356328155,12.345838935721968,3.367295829986474,1.0986122886681096,0.6931471805599453,2.0794415416798357,1
7.006,2292,146733054.0,96,0,188.126,14,15000000.0,0,3,1,1,1,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18.804125541521664,4.574710978503383,5.242413459602803,16.52356082573315,3.1354942159291497,1.3862943611198906,0.6931471805599453,2.70805020110221,1
6.906,2289,31429330.0,130,0,14.462,5,10000000.0,2,2,1,1,1,1,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,34,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.263252123151094,4.875197323201151,2.738385400898283,16.118095750958314,3.5553480614894135,1.0986122886681096,0.6931471805599453,1.791759469228055,1
6.861,2289,136536687.0,101,0,43.029,11,50000000.0,2,1,1,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,33,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.732103913032116,4.624972813284271,3.7848485077223284,17.72753358339242,3.5263605246161616,0.6931471805599453,0.6931471805599453,2.4849066497880004,1
8.026,2287,42187665.0,95,0,19.476,14,5500000.0,2,2,0,1,1,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,17.557638461404096,4.564348191467836,3.0192534685953367,15.520258832020865,3.8066624897703196,1.0986122886681096,0.6931471805599453,2.70805020110221,2
5.906,2286,72178895.0,120,0,18.754,27,110000000.0,2,4,1,6,1,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,33,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.09465826196635,4.795790545596741,2.9833560024859356,18.5159909328476,3.5263605246161616,1.6094379124341003,1.9459101490553132,3.332204510175204,1
6.123,2283,81705746.0,99,0,20.033,21,9000000.0,1,1,1,1,1,1,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.218634900073557,4.605170185988092,3.0460926328929405,16.012735246411598,2.3978952727983707,0.6931471805599453,0.6931471805599453,3.091042453358316,1
6.932,2281,101344412.0,108,0,25.506,24,39000000.0,0,1,1,1,1,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,31,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,18.434035303541123,4.6913478822291435,3.277371122458487,17.479072229734946,3.4657359027997265,0.6931471805599453,0.6931471805599453,3.2188758248682006,1
6.936,2280,6348889.0,152,0,17.531,8,20000000.0,1,2,1,3,1,1,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,41,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,15.663790552439417,5.030437921392435,2.919445005381872,16.811242881518265,3.7376696182833684,1.0986122886681096,1.3862943611198906,2.1972245773362196,1
7.43,2278,33904605.0,131,0,16.924,14,45000000.0,2,1,1,1,1,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,17.339061433327647,4.882801922586371,2.8861405969238967,17.622173069956816,2.9444389791664403,0.6931471805599453,0.6931471805599453,2.70805020110221,1
7.942,2276,11744471.0,173,0,49.875,16,4000000.0,0,1,1,4,1,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,52,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,16.2788932197645,5.159055299214529,3.9293716437627593,15.201805169084134,3.970291913552122,0.6931471805599453,1.6094379124341003,2.833213344056216,1
6.667,2275,245144417.0,106,0,19.2,21,11000000.0,2,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,19.317358056069466,4.672828834461906,3.005682604407159,16.213405921671733,3.4339872044851463,0.6931471805599453,0.6931471805599453,3.091042453358316,1
7.442,2274,146745280.0,107,0,69.144,30,82000000.0,2,1,1,1,1,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,46,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.80420885942631,4.68213122712422,4.250550271885496,18.22222981742365,3.8501476017100584,0.6931471805599453,0.6931471805599453,3.4339872044851463,1
7.048,2273,14711793.0,160,0,26.452,58,30000000.0,2,3,1,1,1,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16.504160042993167,5.081404364984463,3.3124390250463884,17.216707972959764,3.4339872044851463,1.3862943611198906,0.6931471805599453,4.07753744390572,1
6.231,2272,204594016.0,133,0,21.669,13,60000000.0,0,1,1,3,1,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,19.13653816862999,4.897839799950911,3.1209983523863882,17.909855136853043,3.044522437723423,0.6931471805599453,1.3862943611198906,2.639057329615259,1
5.172,2271,136885767.0,89,0,33.856,8,45000000.0,1,3,1,1,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,35,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18.734657325760327,4.499809670330265,3.551225288815141,17.622173069956816,3.58351893845611,1.3862943611198906,0.6931471805599453,2.1972245773362196,1
7.753,2271,52096475.0,120,0,14.952,10,31000000.0,0,1,1,1,1,1,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.768607865280494,4.795790545596741,2.7695842132194826,17.249497794707484,2.302585092994046,0.6931471805599453,0.6931471805599453,2.3978952727983707,1
6.257,2266,158972499.0,89,0,21.362,28,25000000.0,2,1,0,1,1,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,33,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.884241789251053,4.499809670330265,3.107363089725176,17.034386422832473,3.5263605246161616,0.6931471805599453,0.6931471805599453,3.367295829986474,1
7.418,2264,3151130.0,92,0,14.312,6,27575.0,2,1,1,1,1,1,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.963271993978692,4.532599493153256,2.7286368347105983,10.224701108196701,2.3978952727983707,0.6931471805599453,0.6931471805599453,1.9459101490553132,1
6.1,2262,201957688.0,111,0,8.751,16,15000000.0,2,1,1,2,1,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.123568773029547,4.718498871295094,2.277369843852982,16.52356082573315,2.3978952727983707,0.6931471805599453,1.0986122886681096,2.833213344056216,1
6.21,2262,84606030.0,137,0,13.314,8,35000000.0,1,1,1,1,1,1,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,29,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,18.253516110451628,4.927253685157205,2.661238079316406,17.370858648025116,3.4011973816621555,0.6931471805599453,0.6931471805599453,2.1972245773362196,1
6.671,2260,76338111.0,101,0,13.235,17,12500000.0,2,1,1,1,1,1,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.15068287351103,4.624972813284271,2.655703720730001,16.341239282272525,2.302585092994046,0.6931471805599453,0.6931471805599453,2.8903717578961645,1
6.386,2260,149044513.0,85,0,24.306,9,85000000.0,0,1,1,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,33,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.81975557097019,4.454347296253507,3.231041521767072,18.258161826219297,3.5263605246161616,0.6931471805599453,0.6931471805599453,2.302585092994046,1
5.9,2259,10337387.0,90,0,16.08,17,4800000.0,2,4,1,2,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,30,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,16.151277783914402,4.51085950651685,2.837908188360424,15.38412668421143,3.4339872044851463,1.6094379124341003,1.0986122886681096,2.8903717578961645,1
6.0,2259,64780213.0,101,0,16.459,20,36000000.0,2,1,1,1,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,42,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.98651077519073,4.624972813284271,2.859855275002637,17.399029524198163,3.7612001156935624,0.6931471805599453,0.6931471805599453,3.044522437723423,1
5.75,2259,177512032.0,91,0,19.283,21,3000000.0,2,1,1,1,1,1,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,18.994548956131297,4.5217885770490405,3.009783096776651,14.914123179965662,3.091042453358316,0.6931471805599453,0.6931471805599453,3.091042453358316,1
6.538,2256,27391084.0,95,0,9.574,14,11000000.0,2,1,1,1,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,17.12572815345213,4.564348191467836,2.3583981578132587,16.213405921671733,3.367295829986474,0.6931471805599453,0.6931471805599453,2.70805020110221,1
7.155,2254,127420861.0,138,0,33.577,6,100000000.0,2,3,1,3,1,1,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,50,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,18.66300603965877,4.9344739331306915,3.5431887211417683,18.420680753952364,3.9318256327243257,1.3862943611198906,1.3862943611198906,1.9459101490553132,1
5.428,2254,91627228.0,95,0,24.468,19,40000000.0,1,1,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,34,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.33323904529674,4.564348191467836,3.237422762154779,17.50439003707821,3.5553480614894135,0.6931471805599453,1.0986122886681096,2.995732273553991,1
7.418,2253,17096053.0,93,0,14.593,8,9000000.0,0,1,1,4,1,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.65435823460973,4.543294782270004,2.7468220956027483,16.012735246411598,2.995732273553991,0.6931471805599453,1.6094379124341003,2.1972245773362196,1
5.312,2253,341631208.0,91,0,30.67,15,46000000.0,2,1,1,1,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,31,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.649242376946724,4.5217885770490405,3.4553698605505483,17.6441519761925,3.4657359027997265,0.6931471805599453,0.6931471805599453,2.772588722239781,1
7.381,2252,152266007.0,149,0,23.837,14,40000000.0,2,1,1,1,1,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,18.8411396018843,5.0106352940962555,3.2123344768247786,17.50439003707821,3.4339872044851463,0.6931471805599453,0.6931471805599453,2.70805020110221,1
6.879,2247,14575193.0,93,0,19.038,10,1000000.0,0,2,1,1,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16.494831600575367,4.543294782270004,2.997630470837071,13.815511557963774,3.1354942159291497,1.0986122886681096,0.6931471805599453,2.3978952727983707,1
6.79,2246,79114085.0,129,0,30.951,19,20000000.0,2,1,1,1,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,34,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.186401495265606,4.867534450455582,3.464203479238282,16.811242881518265,3.5553480614894135,0.6931471805599453,0.6931471805599453,2.995732273553991,1
7.122,2245,53785551.0,98,0,38.036,15,10000000.0,1,1,1,1,1,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17.80051543888008,4.59511985013459,3.664484297279215,16.118095750958314,3.1354942159291497,0.6931471805599453,0.6931471805599453,2.772588722239781,1
7.344,2245,56303596.0,120,0,12.076,12,5000000.0,2,1,1,2,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,30,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17.846268980944714,4.795790545596741,2.570778488861964,15.424948670398354,3.4339872044851463,0.6931471805599453,1.0986122886681096,2.5649493574615367,1
5.844,2245,49447308.0,109,0,15.29,14,7000000.0,2,1,1,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,45,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,17.716418195947597,4.700480365792417,2.790551422613954,15.76142084987672,3.828641396489095,0.6931471805599453,0.6931471805599453,2.70805020110221,1
7.369,2244,32801173.0,115,0,15.59,11,19000000.0,2,1,1,2,1,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,28,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,17.305974865396756,4.7535901911063645,2.808800104202353,16.759949589762293,3.367295829986474,0.6931471805599453,1.0986122886681096,2.4849066497880004,1
7.443,2244,63363579.0,189,0,54.971,7,78000000.0,1,1,1,3,1,1,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.964399806399488,5.247024072160486,4.024833699457972,18.17221939747438,2.995732273553991,0.6931471805599453,1.3862943611198906,2.0794415416798357,1
